order_item_id,order_id,product_id,quantity,unit_price,discount_pct
191,60,69,3,5262.92,0.05
192,60,49,5,10412.49,0.1
193,61,6,5,4331.85,0.0
194,61,79,5,20027.21,0.05
195,62,42,1,10500.79,0.05
196,62,32,2,4184.77,0.15
197,63,63,1,3932.48,0.0
198,63,27,5,9025.55,0.1
199,63,11,5,38638.31,0.05
200,63,61,4,17645.56,0.15
201,63,79,4,20027.21,0.0
202,64,48,4,7491.22,0.1
203,64,68,3,16395.12,0.15
204,64,62,4,4112.86,0.15
205,65,27,2,9025.55,0.0
206,66,31,4,2127.01,0.1
207,66,51,5,21729.72,0.0
208,66,28,3,26363.69,0.05
209,66,40,5,15862.71,0.0
210,67,11,4,38638.31,0.15
211,67,38,3,6657.74,0.0
212,68,6,4,4331.85,0.1
213,68,60,4,1661.3,0.1
214,68,66,4,10173.79,0.05
215,68,80,4,14416.0,0.05
216,68,44,3,9251.21,0.1
217,69,23,4,4561.96,0.0
218,70,10,3,45504.23,0.15
219,70,46,5,26377.33,0.15
220,70,11,1,38638.31,0.05
221,71,13,1,2378.53,0.05
222,71,16,1,83163.25,0.15
223,72,43,3,118478.99,0.05
224,72,26,3,11112.29,0.05
225,73,78,5,6812.98,0.05
226,73,18,1,7134.98,0.05
227,74,45,1,7026.99,0.1
228,74,52,5,3501.14,0.0
229,74,75,4,2753.32,0.0
230,75,27,2,9025.55,0.15
231,75,61,5,17645.56,0.15
232,76,60,2,1661.3,0.1
233,76,44,4,9251.21,0.0
234,76,11,4,38638.31,0.1
235,76,41,5,15894.59,0.0
236,77,18,3,7134.98,0.0
237,77,74,4,2937.83,0.05
238,77,17,3,3232.18,0.0
239,78,55,3,5245.76,0.15
240,78,52,1,3501.14,0.15
241,78,69,1,5262.92,0.0
242,78,39,2,47226.71,0.05
243,79,78,4,6812.98,0.0
244,79,74,5,2937.83,0.1
245,79,51,2,21729.72,0.1
246,79,49,1,10412.49,0.05
247,79,27,5,9025.55,0.1
248,80,12,5,11169.67,0.0
249,80,22,1,14987.28,0.15
250,80,14,4,7521.16,0.0
251,81,26,4,11112.29,0.05
252,81,9,2,24443.59,0.0
253,82,68,1,16395.12,0.05
254,82,9,5,24443.59,0.0
255,82,59,2,6537.92,0.05
256,83,51,5,21729.72,0.1
257,83,21,4,2972.3,0.0
258,83,15,4,8435.07,0.0
259,83,17,2,3232.18,0.0
260,84,56,5,1713.49,0.15
261,84,61,3,17645.56,0.15
262,84,21,2,2972.3,0.15
263,85,36,4,1623.44,0.0
264,85,26,4,11112.29,0.15
265,85,1,2,2607.87,0.15
266,85,19,3,14064.73,0.15
267,86,59,1,6537.92,0.05
268,86,60,4,1661.3,0.05
269,86,74,3,2937.83,0.1
270,86,6,5,4331.85,0.0
271,87,32,4,4184.77,0.1
272,87,23,2,4561.96,0.15
273,87,80,1,14416.0,0.1
274,87,56,1,1713.49,0.0
275,88,36,3,1623.44,0.0
276,88,69,2,5262.92,0.1
277,89,71,1,10320.51,0.15
278,89,16,3,83163.25,0.1
279,89,48,4,7491.22,0.0
280,89,10,3,45504.23,0.0
281,90,6,3,4331.85,0.1
282,90,60,2,1661.3,0.1
283,90,4,1,21493.75,0.0
284,90,10,3,45504.23,0.0
285,90,49,2,10412.49,0.05
286,91,63,5,3932.48,0.0
287,91,60,4,1661.3,0.0
288,91,9,4,24443.59,0.05
289,91,11,2,38638.31,0.0
290,92,78,1,6812.98,0.0
291,93,16,2,83163.25,0.0
292,93,69,1,5262.92,0.05
293,93,51,2,21729.72,0.1
294,94,23,5,4561.96,0.0
295,94,28,4,26363.69,0.0
296,94,5,5,82882.71,0.0
297,95,40,1,15862.71,
298,95,57,4,2460.95,0.0
299,95,7,2,6191.08,0.05
300,95,77,2,5389.81,0.0
301,96,3,4,11718.36,0.0
302,97,44,2,9251.21,0.0
303,98,13,2,2378.53,0.0
304,98,22,4,14987.28,0.15
305,99,42,3,10500.79,0.15
306,100,80,5,14416.0,0.1
307,100,27,4,9025.55,0.0
308,101,28,3,26363.69,0.05
309,101,14,2,7521.16,0.0
310,102,41,4,15894.59,0.0
311,102,2,1,4441.59,0.05
312,102,50,5,10649.28,0.05
313,102,28,1,26363.69,0.0
314,103,53,5,10550.89,0.1
315,103,39,1,47226.71,0.15
316,104,22,4,14987.28,
317,104,33,3,8606.33,0.0
318,104,13,3,2378.53,0.1
319,104,77,1,5389.81,0.05
320,104,42,1,10500.79,0.15
321,105,58,5,7540.1,0.0
322,105,49,2,10412.49,0.0
323,105,66,5,10173.79,0.0
324,105,30,3,2600.54,0.0
325,105,65,4,10926.0,0.0
326,106,11,3,38638.31,0.0
327,106,8,2,1138.19,0.1
328,106,18,2,7134.98,0.0
329,106,48,2,7491.22,0.15
330,106,64,4,2352.46,0.05
331,107,36,1,1623.44,0.15
332,107,41,4,15894.59,0.05
333,108,30,3,2600.54,0.05
334,109,27,1,9025.55,0.0
335,109,70,2,4690.27,0.15
336,110,67,1,48132.16,0.0
337,110,42,4,10500.79,0.0
338,110,24,2,2933.35,0.0
339,110,57,2,2460.95,0.0
340,111,12,5,11169.67,0.15
341,111,23,2,4561.96,0.0
342,112,11,2,38638.31,0.0
343,112,55,4,5245.76,0.0
344,112,60,5,1661.3,0.0
345,112,40,3,15862.71,0.05
346,112,22,5,14987.28,0.1
347,113,35,1,97382.34,0.05
348,113,62,4,4112.86,0.1
349,114,61,4,17645.56,0.15
350,114,57,5,2460.95,0.1
351,115,62,4,4112.86,0.1
352,115,3,1,11718.36,0.05
353,116,69,4,5262.92,0.1
354,116,20,3,2795.36,0.1
355,116,71,3,10320.51,0.1
356,116,23,5,4561.96,0.15
357,116,33,4,8606.33,0.0
358,117,18,2,7134.98,0.0
359,117,61,1,17645.56,0.0
360,117,26,5,11112.29,0.05
361,118,52,4,3501.14,0.1
362,118,54,3,7273.55,0.15
363,118,51,1,21729.72,0.1
364,118,48,1,7491.22,0.0
365,119,73,3,9526.79,0.05
366,119,21,5,2972.3,0.1
367,119,25,3,63155.9,0.0
368,119,56,4,1713.49,0.1
369,120,32,1,4184.77,0.05
370,120,62,1,4112.86,0.0
371,121,78,3,6812.98,0.0
372,121,59,5,6537.92,0.15
373,121,19,2,14064.73,0.0
374,122,12,4,11169.67,0.1
375,123,11,4,38638.31,0.05
376,123,67,3,48132.16,0.15
377,123,25,5,63155.9,0.1
378,123,55,5,5245.76,0.05
379,123,22,4,14987.28,0.0
380,124,74,3,2937.83,0.0
381,125,27,1,9025.55,0.0
382,125,51,4,21729.72,0.0
383,125,40,1,15862.71,0.0
384,126,68,2,16395.12,0.0
385,126,54,3,7273.55,0.0
386,126,37,2,28508.66,0.0
387,126,56,4,1713.49,0.0
388,127,15,2,8435.07,0.0
389,127,58,2,7540.1,0.0
390,127,73,3,9526.79,0.1
391,127,28,4,26363.69,0.15
392,127,24,1,2933.35,0.0
393,128,38,1,6657.74,0.1
394,129,36,1,1623.44,0.05
395,130,75,2,2753.32,0.1
396,131,13,1,2378.53,0.15
397,131,2,1,4441.59,0.0
398,131,8,2,1138.19,0.15
399,131,35,1,97382.34,0.1
400,132,67,5,48132.16,0.1
401,132,35,3,97382.34,0.05
402,132,63,3,3932.48,0.05
403,132,61,2,17645.56,0.05
404,132,44,4,9251.21,0.1
405,133,8,4,1138.19,0.1
406,133,46,2,26377.33,0.0
407,133,43,5,118478.99,0.0
408,133,13,5,2378.53,0.05
409,133,1,2,2607.87,0.05
410,134,80,2,14416.0,0.0
411,134,61,3,17645.56,0.0
412,134,66,3,10173.79,0.0
413,134,53,3,10550.89,0.1
414,135,78,4,6812.98,0.15
415,135,63,1,3932.48,0.05
416,136,61,5,17645.56,0.0
417,136,13,2,2378.53,0.15
418,136,50,5,10649.28,0.15
419,136,38,1,6657.74,0.0
420,137,12,2,11169.67,0.1
421,137,39,1,47226.71,0.1
422,137,71,5,10320.51,0.0
423,137,60,2,1661.3,0.0
424,138,12,4,11169.67,0.0
425,138,14,2,7521.16,0.05
426,139,36,1,1623.44,0.0
427,139,29,5,14888.01,0.1
428,139,33,1,8606.33,0.05
429,139,61,2,17645.56,0.15
430,140,9,2,24443.59,0.0
431,140,44,3,9251.21,0.0
432,140,49,3,10412.49,0.0
433,140,72,1,34598.83,0.0
434,140,56,3,1713.49,0.15
435,141,15,3,8435.07,0.0
436,141,74,3,2937.83,0.1
437,142,1,2,2607.87,0.1
438,142,40,4,15862.71,0.05
439,142,8,3,1138.19,0.0
440,142,76,5,4154.57,0.15
441,142,69,5,5262.92,0.0
442,143,51,1,21729.72,0.15
443,144,41,4,15894.59,0.1
444,144,19,2,14064.73,0.15
445,144,38,3,6657.74,0.0
446,144,29,1,14888.01,0.15
447,145,40,3,15862.71,0.15
448,145,65,4,10926.0,0.0
449,145,16,4,83163.25,0.05
450,146,8,2,1138.19,0.0
451,146,43,2,118478.99,0.1
452,146,20,4,2795.36,0.05
453,146,27,2,9025.55,0.0
454,147,51,4,21729.72,0.1
455,147,44,1,9251.21,0.15
456,147,55,3,5245.76,0.05
457,147,61,2,17645.56,0.15
458,147,45,4,7026.99,0.0
459,148,42,1,10500.79,0.05
460,148,75,4,2753.32,0.0
461,149,18,2,7134.98,0.0
462,149,57,2,2460.95,0.0
463,149,62,3,4112.86,0.15
464,149,38,1,6657.74,0.0
465,149,19,4,14064.73,0.1
466,150,8,3,1138.19,
467,150,13,2,2378.53,0.0
468,151,66,3,10173.79,0.15
469,152,20,1,2795.36,0.0
470,152,52,4,3501.14,0.1
471,152,32,3,4184.77,0.15
472,152,5,2,82882.71,0.1
473,153,60,4,1661.3,0.05
474,154,48,1,7491.22,0.0
475,154,2,4,4441.59,0.15
476,154,16,2,83163.25,0.0
477,154,15,5,8435.07,0.15
478,155,62,4,4112.86,0.1
479,155,36,4,1623.44,0.05
480,155,13,5,2378.53,0.0
481,155,76,1,4154.57,0.05
482,155,24,1,2933.35,0.15
483,156,52,4,3501.14,0.15
484,156,3,5,11718.36,0.15
485,157,9,1,24443.59,0.0
486,157,67,1,48132.16,0.0
487,157,75,5,2753.32,0.0
488,157,69,1,5262.92,0.15
489,158,41,5,15894.59,0.0
490,158,16,2,83163.25,0.0
491,158,6,5,4331.85,0.05
492,158,17,1,3232.18,0.0
493,159,65,3,10926.0,0.05
494,160,22,1,14987.28,0.15
495,160,55,3,5245.76,0.15
496,160,1,4,2607.87,0.0
497,160,32,5,4184.77,0.1
498,160,39,3,47226.71,0.15
499,161,78,2,6812.98,0.0
500,161,69,1,5262.92,0.0
501,161,66,1,10173.79,0.0
502,162,39,2,47226.71,0.15
503,162,28,5,26363.69,0.0
504,163,46,1,26377.33,0.15
505,163,36,3,1623.44,0.05
506,163,17,4,3232.18,0.0
507,163,80,4,14416.0,0.1
508,163,55,1,5245.76,0.05
509,164,19,3,14064.73,0.0
510,164,69,3,5262.92,0.15
511,164,27,5,9025.55,0.15
512,164,10,2,45504.23,0.1
513,165,41,4,15894.59,0.0
514,165,56,5,1713.49,0.0
515,166,35,1,97382.34,0.15
516,167,71,4,10320.51,0.0
517,168,12,3,11169.67,0.0
518,168,47,2,4179.71,0.05
519,168,43,1,118478.99,0.0
520,169,29,2,14888.01,0.15
521,169,49,3,10412.49,0.15
522,169,14,4,7521.16,0.0
523,169,16,5,83163.25,0.05
524,170,37,1,28508.66,0.0
525,170,71,3,10320.51,0.1
526,170,35,2,97382.34,0.05
527,170,78,5,6812.98,0.15
528,170,13,5,2378.53,0.1
529,171,76,5,4154.57,0.0
530,171,17,2,3232.18,0.0
531,171,34,4,12210.05,0.15
532,171,2,3,4441.59,0.0
533,172,32,4,4184.77,0.0
534,172,78,4,6812.98,0.05
535,172,54,4,7273.55,0.15
536,173,36,2,1623.44,0.05
537,173,55,1,5245.76,0.05
538,173,67,4,48132.16,0.05
539,174,11,1,38638.31,0.0
540,175,22,5,14987.28,0.0
541,176,37,5,28508.66,0.1
542,177,55,5,5245.76,0.0
543,178,64,4,2352.46,0.0
544,178,66,5,10173.79,0.0
545,178,69,1,5262.92,0.1
546,178,16,5,83163.25,0.05
547,179,68,1,16395.12,0.15
548,179,78,4,6812.98,0.0
549,180,29,5,14888.01,0.05
550,180,23,1,4561.96,0.1
551,180,10,4,45504.23,0.1
552,180,47,2,4179.71,0.05
553,180,18,1,7134.98,0.05
554,181,70,3,4690.27,0.05
555,181,16,4,83163.25,0.05
556,182,28,4,26363.69,0.0
557,182,1,3,2607.87,0.15
558,182,73,1,9526.79,0.1
559,183,63,4,3932.48,0.05
560,183,8,3,1138.19,0.05
561,183,46,1,26377.33,0.0
562,183,1,3,2607.87,0.0
563,183,79,4,20027.21,0.05
564,184,13,4,2378.53,0.1
565,185,11,5,38638.31,0.0
566,185,68,4,16395.12,0.0
567,186,1,4,2607.87,0.1
568,186,20,3,2795.36,0.05
569,186,33,3,8606.33,0.1
570,186,29,2,14888.01,0.15
571,187,14,2,7521.16,0.05
572,187,57,4,2460.95,0.0
573,187,21,3,2972.3,0.0
574,188,25,3,63155.9,0.0
575,189,51,3,21729.72,0.0
576,189,54,2,7273.55,0.0
577,190,35,5,97382.34,0.1
578,190,16,2,83163.25,0.05
579,190,54,4,7273.55,0.15
580,190,63,4,3932.48,0.0
581,191,14,1,7521.16,0.0
582,192,45,1,7026.99,0.0
583,192,65,1,10926.0,0.05
584,193,77,3,5389.81,0.05
585,193,2,4,4441.59,0.0
586,193,56,4,1713.49,0.0
587,193,62,5,4112.86,0.0
588,194,24,2,2933.35,0.1
589,194,32,2,4184.77,0.1
590,194,36,1,1623.44,0.15
591,194,15,5,8435.07,0.0
592,194,34,2,12210.05,0.15
593,195,30,2,2600.54,0.1
594,195,16,1,83163.25,0.05
595,196,19,1,14064.73,0.15
596,196,55,2,5245.76,0.0
597,197,49,4,10412.49,0.15
598,198,30,4,2600.54,0.1
599,198,29,1,14888.01,0.15
600,198,44,4,9251.21,0.0
601,199,15,3,8435.07,0.05
602,199,35,4,97382.34,0.0
603,199,47,3,4179.71,0.0
604,200,6,1,4331.85,0.05
605,200,1,2,2607.87,0.05
606,201,36,2,1623.44,0.05
607,201,78,4,6812.98,0.05
608,201,13,3,2378.53,0.05
609,201,56,1,1713.49,0.0
610,202,71,2,10320.51,0.05
611,203,47,5,4179.71,0.05
612,203,76,2,4154.57,0.05
613,203,68,2,16395.12,0.15
614,204,12,1,11169.67,0.0
615,204,14,5,7521.16,0.0
616,204,17,2,3232.18,0.1
617,204,78,1,6812.98,0.0
618,205,80,5,14416.0,0.0
619,205,44,1,9251.21,0.0
620,205,39,2,47226.71,0.1
621,205,61,5,17645.56,0.05
622,205,26,5,11112.29,0.05
623,206,58,1,7540.1,0.1
624,206,16,4,83163.25,0.15
625,206,56,5,1713.49,0.0
626,207,77,2,5389.81,0.05
627,207,36,1,1623.44,0.15
628,208,25,4,63155.9,0.1
629,209,66,5,10173.79,0.1
630,209,10,4,45504.23,0.15
631,209,22,3,14987.28,0.0
632,209,57,2,2460.95,0.0
633,209,50,2,10649.28,0.15
634,210,76,5,4154.57,0.1
635,210,2,5,4441.59,0.15
636,211,39,3,47226.71,0.15
637,211,29,1,14888.01,0.0
638,211,38,2,6657.74,0.0
639,212,31,2,2127.01,0.05
640,212,38,1,6657.74,0.0
641,212,6,2,4331.85,0.15
642,212,19,1,14064.73,0.0
643,212,36,3,1623.44,0.15
644,213,42,3,10500.79,0.0
645,213,11,4,38638.31,0.15
646,213,71,3,10320.51,0.05
647,214,2,3,4441.59,0.0
648,215,23,5,4561.96,0.15
649,215,33,1,8606.33,0.1
650,215,3,3,11718.36,0.15
651,216,27,2,9025.55,0.15
652,216,57,4,2460.95,0.0
653,216,29,4,14888.01,0.0
654,216,42,4,10500.79,0.05
655,216,35,2,97382.34,0.1
656,217,64,2,2352.46,0.1
657,218,23,5,4561.96,0.1
658,218,25,2,63155.9,0.05
659,219,40,2,15862.71,0.0
660,220,78,1,6812.98,0.1
661,220,25,2,63155.9,0.1
662,220,9,4,24443.59,0.0
663,220,19,5,14064.73,0.0
664,221,78,1,6812.98,0.1
665,222,3,2,11718.36,0.0
666,222,15,1,8435.07,0.05
667,222,2,2,4441.59,0.15
668,222,6,1,4331.85,0.0
669,223,70,3,4690.27,0.0
670,224,18,5,7134.98,0.1
671,224,62,2,4112.86,0.05
672,225,62,1,4112.86,0.15
673,225,20,3,2795.36,0.15
674,225,32,1,4184.77,0.0
675,226,14,5,7521.16,0.05
676,227,66,4,10173.79,0.0
677,228,29,1,14888.01,0.0
678,229,50,2,10649.28,0.1
679,229,19,1,14064.73,0.1
680,229,46,2,26377.33,0.0
681,229,37,2,28508.66,0.0
682,230,46,3,26377.33,0.0
683,230,10,3,45504.23,0.0
684,230,79,1,20027.21,0.15
685,231,23,5,4561.96,0.05
686,231,55,5,5245.76,0.0
687,232,20,3,2795.36,0.0
688,232,39,3,47226.71,0.1
689,232,80,3,14416.0,0.05
690,232,37,1,28508.66,0.0
691,233,19,2,14064.73,0.1
692,233,41,4,15894.59,0.1
693,234,15,5,8435.07,0.1
694,235,19,2,14064.73,0.0
695,235,12,4,11169.67,0.05
696,235,42,3,10500.79,0.1
697,236,62,2,4112.86,0.0
698,236,53,4,10550.89,0.1
699,236,78,5,6812.98,0.1
700,236,43,5,118478.99,0.15
701,237,69,5,5262.92,0.1
702,237,30,5,2600.54,0.15
703,237,50,2,10649.28,0.0
704,237,11,2,38638.31,0.05
705,238,27,1,9025.55,0.05
706,239,61,3,17645.56,0.0
707,239,18,3,7134.98,0.1
708,239,15,2,8435.07,0.15
709,239,8,4,1138.19,0.0
710,239,45,2,7026.99,0.0
711,240,18,1,7134.98,0.0
712,241,4,1,21493.75,0.15
713,241,55,1,5245.76,0.1
714,241,48,5,7491.22,0.0
715,241,7,1,6191.08,0.0
716,242,19,1,14064.73,0.0
717,242,11,5,38638.31,0.1
718,242,32,2,4184.77,0.0
719,243,18,4,7134.98,0.05
720,243,68,4,16395.12,0.0
721,243,39,3,47226.71,0.0
722,243,61,2,17645.56,0.0
723,244,78,2,6812.98,0.15
724,245,2,4,4441.59,0.1
725,245,51,5,21729.72,0.05
726,246,65,3,10926.0,0.0
727,246,40,5,15862.71,0.1
728,246,30,2,2600.54,0.0
729,246,55,4,5245.76,0.15
730,246,21,1,2972.3,0.0
731,247,24,4,2933.35,0.1
732,247,72,3,34598.83,
733,247,78,4,6812.98,0.0
734,247,10,1,45504.23,0.05
735,248,25,3,63155.9,0.15
736,248,35,3,97382.34,0.0
737,248,14,2,7521.16,0.05
738,248,10,2,45504.23,0.15
739,249,9,2,24443.59,0.15
740,250,40,2,15862.71,0.15
741,251,5,3,82882.71,0.0
742,251,31,5,2127.01,0.15
743,252,73,4,9526.79,0.0
744,253,41,1,15894.59,0.05
745,254,46,3,26377.33,0.1
746,255,25,1,63155.9,0.05
747,255,41,4,15894.59,0.15
748,255,51,1,21729.72,0.15
749,255,46,2,26377.33,0.0
750,255,17,5,3232.18,0.1
751,256,76,2,4154.57,0.1
752,256,5,1,82882.71,0.0
753,256,38,2,6657.74,0.0
754,256,21,2,2972.3,0.0
755,257,67,3,48132.16,0.05
756,257,78,3,6812.98,0.15
757,257,44,4,9251.21,0.0
758,257,58,4,7540.1,0.0
759,257,17,2,3232.18,0.15
760,258,10,1,45504.23,0.0
761,258,20,3,2795.36,0.15
762,258,73,1,9526.79,0.1
763,258,64,1,2352.46,0.1
764,258,13,3,2378.53,0.0
765,259,21,5,2972.3,0.05
766,259,9,3,24443.59,0.0
767,259,36,1,1623.44,0.0
768,260,34,2,12210.05,0.0
769,260,61,5,17645.56,0.1
770,260,33,1,8606.33,0.05
771,260,57,3,2460.95,0.1
772,261,80,5,14416.0,0.15
773,261,17,3,3232.18,0.05
774,261,57,1,2460.95,0.1
775,261,47,5,4179.71,0.1
776,262,6,2,4331.85,0.15
777,262,80,1,14416.0,0.0
778,262,8,1,1138.19,0.05
779,263,21,2,2972.3,0.1
780,263,73,4,9526.79,0.0
781,263,52,3,3501.14,0.1
782,263,10,4,45504.23,0.15
783,264,14,4,7521.16,0.0
784,264,11,4,38638.31,0.05
785,264,24,1,2933.35,0.05
786,264,51,3,21729.72,0.15
787,265,28,4,26363.69,0.0
788,265,61,5,17645.56,0.0
789,265,15,4,8435.07,0.0
790,265,36,2,1623.44,0.05
791,266,5,4,82882.71,0.1
792,266,77,2,5389.81,0.0
793,266,49,2,10412.49,0.0
794,266,8,4,1138.19,0.05
795,266,47,3,4179.71,0.0
796,267,19,1,14064.73,0.05
797,268,11,5,38638.31,0.0
798,268,39,3,47226.71,0.0
799,268,58,1,7540.1,
800,268,54,4,7273.55,0.05
801,269,22,4,14987.28,0.1
802,269,26,4,11112.29,0.15
803,269,45,2,7026.99,0.1
804,270,74,5,2937.83,0.15
805,270,50,2,10649.28,0.0
806,270,2,5,4441.59,0.15
807,271,42,1,10500.79,0.0
808,271,41,4,15894.59,
809,272,41,5,15894.59,0.0
810,272,15,4,8435.07,0.0
811,272,53,4,10550.89,0.15
812,272,34,1,12210.05,0.0
813,273,25,5,63155.9,0.0
814,273,54,5,7273.55,0.1
815,274,45,2,7026.99,0.15
816,274,27,1,9025.55,0.05
817,275,3,5,11718.36,0.0
818,275,39,4,47226.71,0.1
819,275,40,4,15862.71,0.1
820,276,46,5,26377.33,0.05
821,276,70,1,4690.27,0.0
